epicid,ra,dec,kepmag,period,t0,duration,campaign,label
201465501,176.264468,0.005301,14.957,18.44905503,1989.671066,2.5853454,1, C
201473612,167.28469,0.125533,13.136,1.371376362,1978.506047,6.568804515,1, E
201488365,168.187896,0.348009,8.814,3.364308485,1979.223783,7.6304702,1, E
201497682,168.936641,0.488114,13.74,13.83728056,1987.958634,2.7157819,1, C
201505350,174.960319,0.603575,12.806,7.920000202,1980.381277,3.5801448,1, C
201512465,173.562932,0.713972,17.614,2.333163477,1979.480608,1.3346478,1, C
201516974,174.314486,0.783149,11.238,36.83268105,1986.725378,17.383558,1, C
201523873,172.767339,0.890634,13.836,0.620212895,1977.628999,2.562501282,1, E
201528215,172.804218,0.958577,13.463,6.399372286,1983.152781,2.0667665,1, C
201530296,174.218957,0.991172,13.768,10.34345697,1981.29506,3.495263101,1, E
201534540,171.65117,1.055233,8.197,2.722420493,1978.775939,4.8723508,1, E
201546136,169.147063,1.228497,13.812,1.966656079,1977.601866,2.5633624,1, C
201546283,171.515165,1.230738,12.428,6.771362886,1979.84469,2.7670736,1, C
201549860,170.103081,1.285956,13.917,5.609079268,1979.11547,1.7418881,1, C
201556134,177.925108,1.379641,14.293,12.72763899,1988.997095,3.8051444,1, C
201563164,177.140024,1.483144,17.292,0.187462132,1977.309039,0.66403159,1, R
201565013,176.992193,1.510249,16.907,8.638190367,1978.42861,1.782446,1, C
201567796,172.174248,1.55192,12.363,5.008645143,1979.566386,4.953195538,1, E
201569483,167.171299,1.577513,11.771,5.796880296,1980.313449,2.6242002,1, E
201576812,176.542553,1.687536,10.066,5.728263087,1981.599958,3.193045217,1, E
201577035,172.121957,1.690636,12.296,19.30671035,1986.578602,3.6462392,1, C
201577112,177.708932,1.691867,16.1,22.19605963,1993.005721,2.3687654,1, C
201584594,175.107524,1.805336,14.706,1.590030018,1977.790104,2.023471,1, E
201588420,170.934451,1.863959,13.311,3.290896891,1980.490433,0.96222218,1, C
201594823,167.333962,1.963828,12.136,1.300624832,1977.967557,3.003952637,1, E
201596316,169.042002,1.98684,13.151,39.87595299,1996.848501,4.7822324,1, C
201596733,170.679099,1.993276,14.284,2.896338698,1979.109019,1.677553,1, C
201606542,170.311881,2.144426,11.923,0.444298786,1977.641516,0.72776094,1, E
201607088,170.980567,2.153254,14.253,0.530903715,1977.343999,2.13500374,1, E
201613023,173.192036,2.244884,12.137,8.282424288,1982.370002,4.0989244,1, C
201617985,179.491659,2.321476,14.11,7.283631478,1979.625267,1.3392893,1, C
201626686,169.447103,2.456006,11.471,5.280681228,1979.352969,3.1323199,1, E
201629650,170.155528,2.502696,12.727,40.0698124,1979.522976,6.0959729,1, C
201635569,178.057026,2.594245,15.547,8.369215952,1978.444901,2.4597499,1, C
201637175,169.482818,2.61907,14.928,0.381077985,1977.358556,0.71468927,1, R
201637354,170.421778,2.621968,12.334,3.387260237,1978.832465,9.455721836,1, E
201638314,171.406637,2.636932,14.767,2.714912144,1979.302375,2.583950153,1, E
201647718,168.582603,2.780711,13.771,31.64956162,1992.689642,4.9077388,1, C
201648133,167.88943,2.787041,10.138,35.02028112,1980.790046,9.608033987,1, E
201649211,178.083362,2.804005,18.6,0.199736979,1977.427523,0.25,1, E
201649426,177.234262,2.807619,13.223,27.77280021,1988.344732,3.258867397,1, E
201650711,172.044052,2.826891,12.254,0.259677361,1977.440005,0.52030144,1, C
201665500,177.407184,3.067156,12.142,3.053518093,1977.538623,4.095713245,1, E
201677835,176.123545,3.272425,14.019,20.5050051,1984.484581,4.2562229,1, C
201678987,168.070919,3.290123,15.926,28.01764607,1977.410266,4.908471782,1, U
201680569,173.519247,3.315912,13.756,0.392412078,1977.492698,2.322440184,1, E
201683540,169.214964,3.363874,14.956,1.961059735,1979.177438,1.3792072,1, C
201690311,177.320206,3.475569,15.288,2.770637443,1979.793308,2.2153068,1, C
201691826,173.203262,3.500572,14.743,0.449698144,1977.496531,2.413632626,1, E
201705526,172.385808,3.732106,9.938,18.10858896,1986.600172,6.039212216,1, E
201711881,172.165739,3.840635,10.155,5.471690696,1977.974971,4.2390235,1, E
201713348,169.449073,3.866393,11.531,5.340766809,1979.841262,1.5482227,1, C
201715262,180.80304,3.900028,11.369,1.054066591,1977.455425,6.9628995,1, E
201717159,178.436482,3.932202,15.982,0.604130731,1977.833479,0.8761033,1, C
201717274,173.827767,3.934155,14.828,3.527259914,1980.439187,1.5988305,1, C
201720151,171.352021,3.982431,18.291,3.557755408,1979.327829,4.997518544,1, E
201720463,171.353616,3.987415,13.953,3.557720476,1979.328096,5.0119899,1, E
201723461,170.286885,4.039736,14.913,22.73198022,1997.145325,4.530109917,1, E
201725399,168.430684,4.07291,12.299,2.16123429,1978.262014,8.267043482,1, E
201734988,175.137573,4.233564,13.574,0.22765363,1977.388286,1.215813756,1, E
201735953,179.272859,4.249332,16.475,30.47871861,1985.986019,2.3329625,1, C
201736247,178.110797,4.254747,14.403,11.80845742,1978.856075,2.2354957,1, C
201740472,177.759994,4.322927,16.412,0.95871319,1978.18267,0.868923115,1, E
201749821,170.60723,4.480377,12.95,1.402199316,1977.739068,6.431332595,1, E
201754305,175.097258,4.55734,14.298,7.619565596,1978.686178,1.9558305,1, C
201763507,169.177523,4.717395,12.404,11.23050999,1981.587846,2.181102315,1, E
201779067,168.542699,4.988131,11.119,27.24084604,1987.261877,6.233030987,1, E
201785059,170.697657,5.095361,14.595,1.395194204,1978.597589,1.0031122,1, C
201790675,170.944746,5.19766,14.955,33.82934161,2004.107855,4.593103789,1, E
201810513,169.653957,5.562136,15.255,0.82341346,1977.279385,1.769978949,1, E
201828749,175.654342,5.894323,11.564,33.5137378,1980.153871,4.7634936,1, C
201833600,169.483631,5.988378,14.252,8.750037605,1977.357197,2.8549317,1, C
201841433,175.206771,6.134857,14.571,12.34157462,1986.820765,2.6554685,1, C
201843069,167.908123,6.16623,16.076,0.548377972,1977.608243,1.608534393,1, E
201848566,173.571772,6.275285,15.169,0.478424329,1977.680149,1.713599,1, E
201855371,178.329775,6.412261,12.997,17.96879523,1984.94575,2.8406207,1, C
201862715,175.90838,6.563726,10.247,2.655691389,1977.293094,2.6481767,1, C
201878595,175.46833,6.885319,18.022,0.968133903,1977.279191,4.998342815,1, E
201890494,177.744888,7.124843,12.021,2.536610711,1977.44655,3.017791422,1, E
201893576,171.70447,7.188324,13.604,0.464920919,1977.656098,1.682700251,1, E
201903318,177.988857,7.394753,17.832,0.195009074,1977.318514,1.089528336,1, E
201912552,172.56046,7.588391,12.473,32.94694663,2003.171598,3.1054417,1, C
201920032,174.106908,7.753113,12.89,28.27062603,2000.201327,4.7541964,1, C
201920949,171.20901,7.773695,15.297,28.27904292,1999.609184,3.8387548,1, C
201923289,174.920526,7.825885,13.688,0.782222238,1977.375172,1.1804082,1, C
201927336,170.933987,7.917097,13.101,6.449575467,1978.94396,1.4571967,1, C
201930947,171.235212,7.996662,16.32,28.27204133,1999.620627,3.6013031,1, C
202565282,247.426053,-29.201726,15.112,11.97732062,2067.738745,6.8657191,2, E
202627452,242.433703,-28.963285,9.849,2.493433178,2061.983713,2.2832496,2, E
202627721,242.433451,-28.962282,9.895,2.493821914,2061.978042,2.4539464,2, E
202634963,242.897897,-28.934636,12.1,28.70869496,2087.109703,3.8487815,2, E
202643279,248.574312,-28.90355,12.248,2.343365865,2062.768312,6.614021923,2, E
202674012,249.764177,-28.787059,9.772,11.65664406,2064.665535,13.0313023,2, E
202675839,243.842095,-28.780161,12.362,15.46568539,2065.850455,3.5658522,2, C
202685083,244.071894,-28.745143,11.452,3.325935475,2062.376305,10.71436842,2, E
202685801,244.070454,-28.74229,17.691,3.325878517,2062.376914,10.77462241,2, E
202688980,244.220774,-28.730322,11.772,1.455641737,2062.181516,2.7197343,2, E
202710713,244.066902,-28.649133,12.237,3.326159111,2062.378215,5.8887181,2, C
202733088,251.101313,-28.565919,11.203,1.716845136,2062.686289,8.30030974,2, E
202821899,249.160014,-28.239061,12.577,4.474330908,2062.688674,1.8233896,2, C
202828096,249.761842,-28.215773,10.977,0.718043446,2061.567173,3.914981181,2, E
202834934,250.766884,-28.191157,15.385,1.478506523,2062.484943,2.017046239,2, E
202843085,250.824432,-28.161901,11.797,16.49766382,2068.247924,13.8337827,2, E
202843107,245.547787,-28.161823,11.829,2.198928762,2063.494306,6.9576268,2, E
202844711,244.699601,-28.155846,12.365,3.089233191,2061.338697,8.373043339,2, E
202893157,246.559179,-27.983086,14.421,4.165216617,2061.445827,2.5263443,2, C
202900527,246.81115,-27.957049,12.303,13.00834569,2072.757311,5.4506368,2, C
202923459,246.17239,-27.875864,12.602,7.040468761,2066.822626,17.06008972,2, E
202963882,243.328771,-27.734022,13.825,0.315401255,2061.492447,2.2452727,2, E
202971774,245.376955,-27.706049,12.505,0.235880563,2061.52822,0.60714541,2, E
203019026,250.158335,-27.540715,11.303,37.95221723,2078.895386,2.267168,2, C
203027459,249.730841,-27.51107,14.172,0.53085199,2061.394717,1.5447954,2, E
203060993,250.991315,-27.393277,12.554,2.977193328,2061.961962,6.438615699,2, E
203070421,250.453119,-27.361034,12.544,1.73635016,2062.698387,2.6928949,2, C
203099398,243.813044,-27.261664,10.634,1.838615083,2063.023538,1.3894975,2, C
203294831,239.87921,-26.604367,11.571,1.858945868,2062.526606,3.4751237,2, E
203300063,241.057632,-26.588018,12.597,32.25953385,2077.005777,5.4550816,2, R
203361171,239.012419,-26.398552,11.924,3.660105358,2061.461157,8.543439008,2, E
203371239,244.164095,-26.365497,11.74,10.18112515,2068.798802,10.91355376,2, E
203424524,243.655441,-26.18449,10.239,0.985718039,2062.180937,5.526644841,2, E
203463506,240.901281,-26.053563,13.022,0.695886474,2061.754127,4.008468079,2, E
203466879,246.292214,-26.04229,12.376,5.836759666,2064.190491,9.145475931,2, E
203476597,246.491314,-26.010376,9.575,1.440675094,2061.381475,3.585671112,2, E
203485624,244.172053,-25.980521,12.354,0.841211423,2061.581281,5.031610979,2, E
203488803,251.664532,-25.969828,12.107,31.92480493,2083.262545,12.66578859,2, E
203533312,243.955378,-25.818471,12.16,0.175659696,2061.463251,0.75273713,2, E
203543668,243.373188,-25.782649,13.684,36.76167195,2062.639175,4.345481855,2, E
203610780,252.841183,-25.55142,12.236,29.59349667,2082.591542,8.391791554,2, E
203633064,239.225478,-25.473858,12.304,0.709949086,2061.831816,2.121500847,2, E
203636784,240.271985,-25.460819,12.874,6.76472403,2066.544027,5.986134464,2, E
203637922,245.995411,-25.456892,14.265,2.153565078,2063.216119,6.127329086,2, E
203682834,247.590669,-25.301006,15.184,1.438742318,2062.644425,7.875259273,2, E
203710387,244.127846,-25.205603,14.268,1.404426712,2061.710984,2.4967626,2, E
203728604,252.284885,-25.142035,10.562,36.73222329,2066.858417,15.49930404,2, E
203730072,252.278569,-25.136734,12.562,36.14987957,2066.858644,15.13695049,2, E
203753577,252.86184,-25.053403,11.106,3.40023976,2062.099849,2.4395954,2, C
203764177,245.376274,-25.015313,15.602,7.94959336,2062.754485,5.606449322,2, E
203771098,242.573719,-24.990331,11.648,42.36570584,2082.623735,7.5365042,2, C
203776696,246.611416,-24.969948,15.037,3.535407764,2063.023425,5.5716111,2, C
203823381,247.137042,-24.798591,13.468,27.96442978,2078.624791,2.1080806,2, C
203826436,243.451011,-24.787062,12.241,6.429457455,2065.856563,3.0149267,2, C
203832163,252.116549,-24.76533,15.285,35.77597757,2078.508429,9.3883086,2, C
203867512,253.247321,-24.626258,11.858,28.46884552,2085.546136,7.619684,2, E
203868608,244.329112,-24.621849,13.324,4.541770539,2065.30244,5.436914762,2, E
203878683,241.934814,-24.5811,10.461,13.75389804,2072.302432,7.249804942,2, E
203919499,251.542301,-24.414656,12.118,30.28144141,2086.325084,6.596915467,2, E
203929178,252.422716,-24.373808,11.16,1.153874289,2061.735308,3.88759,2, E
203936580,252.400454,-24.342665,12.468,1.207479694,2061.36498,2.393630286,2, E
203942067,243.824471,-24.319228,12.08,1.639895588,2062.546661,4.1488708,2, E
204026146,239.362292,-23.96013,12.85,7.353676164,2066.405394,13.49014614,2, E
204043888,252.24381,-23.891419,15.218,1.486256229,2062.683204,3.501723046,2, E
204054616,242.212591,-23.850412,10.663,2.329957938,2063.179174,10.22112602,2, E
204057095,242.753167,-23.840353,11.583,23.21051976,2080.627364,2.3413659,2, C
204073447,243.449882,-23.774089,11.714,3.250526207,2063.522154,2.998518512,2, E
204123866,252.849576,-23.571158,15.59,2.511777889,2063.027123,8.868360047,2, E
204129699,245.440751,-23.547865,10.607,1.257888656,2061.855482,1.0289441,2, C
204193529,239.048803,-23.29675,11.027,5.501968064,2061.424769,4.549664371,2, E
204256400,239.580113,-23.050364,13.05,38.10080602,2093.727521,1.759700323,2, U
204275121,247.245158,-22.977452,12.979,1.097392091,2061.685007,6.189837947,2, E
204312847,250.413702,-22.828453,11.37,24.19357702,2073.33008,7.2328816,2, E
204321014,239.472702,-22.795929,12.426,1.896070505,2062.957936,4.579412653,2, E
204353555,240.389785,-22.666533,11.973,2.948984235,2063.754062,11.14850509,2, E
204407880,238.798385,-22.454353,12.142,34.36801633,2084.712293,7.473375084,2, E
204411840,243.488531,-22.439025,9.354,3.992758737,2063.993742,7.941523826,2, E
204429688,240.086869,-22.369009,13.461,0.410625433,2061.474208,2.27920868,2, E
204451036,246.6698,-22.28494,15.497,1.805776462,2062.888743,8.5475295,2, E
204470067,250.236822,-22.209022,14.301,1.84689151,2062.914213,2.388902816,2, E
204506777,241.824105,-22.060157,8.752,33.93693976,2090.105814,19.45191347,2, E
204531124,240.214325,-21.958933,12.141,3.430178223,2064.465022,2.24674164,2, E
204538608,241.011812,-21.927819,8.691,0.457420522,2061.327648,2.427705093,2, E
204561424,239.695275,-21.831913,17.021,2.361757581,2062.289277,9.472576037,2, E
204561871,239.694057,-21.830061,12.706,2.361716185,2062.290319,9.489493172,2, E
204576757,247.157608,-21.767505,13.668,23.27768586,2065.089468,4.6917688,2, E
204579587,245.616495,-21.755406,9.785,24.7868061,2084.580132,10.82958,2, E
204596569,245.201596,-21.684364,11.81,2.290669253,2061.849988,1.948798537,2, E
204643057,243.023949,-21.488695,14.371,1.690718668,2062.711118,3.4845156,2, E
204649811,244.820688,-21.460025,11.61,2.645675797,2061.85698,2.7920094,2, C
204676499,245.813907,-21.346094,14.659,1.527302393,2061.412105,2.7126014,2, E
204676803,245.819965,-21.344848,11.922,1.52729779,2061.414287,2.925819778,2, E
204676841,245.820561,-21.344696,11.979,1.527305748,2061.413971,2.989476813,2, E
204748201,241.057959,-21.034759,14.631,7.365711004,2063.154178,4.554655787,2, E
204750116,238.819727,-21.026837,11.526,23.44213375,2065.843548,5.9771465,2, C
204753706,239.062027,-21.011363,11.837,1.018971659,2061.328498,2.44674426,2, E
204760247,239.4186,-20.983082,5.954,4.600409673,2061.349578,8.236264517,2, E
204822463,239.368281,-20.705904,15.711,0.604290452,2061.648231,2.677768791,2, E
204824945,243.334279,-20.694562,11.134,1.283239512,2061.718246,5.370625076,2, E
204870619,240.676072,-20.488203,13.223,34.06878692,2073.703866,10.72516934,2, E
204873331,249.555003,-20.476304,12.337,1.317861648,2062.455704,2.5202396,2, E
204884005,249.331459,-20.428377,11.514,46.40895261,2091.029817,3.8717617,2, C
204888276,239.997679,-20.409026,12.542,16.56095796,2067.534772,4.5407417,2, C
204890128,244.141811,-20.400533,11.888,12.20753803,2063.384944,3.5216044,2, C
204912173,251.775422,-20.29937,9.498,10.47025265,2070.639187,3.475472487,2, E
204914585,242.057956,-20.288393,12.492,25.18771121,2078.471207,4.3688537,2, C
204942752,242.270489,-20.15666,12.162,2.480595072,2063.559877,5.364897998,2, E
205020466,246.289799,-19.789315,13.442,2.920365473,2062.08301,6.971760857,2, E
205029914,249.025271,-19.744626,12.183,4.981908761,2061.731129,3.8009303,2, C
205030103,239.96044,-19.743708,14.75,11.32829695,2064.917195,7.609235212,2, E
205040048,242.168495,-19.695844,14.989,30.38225574,2078.868871,1.7862115,2, C
205050711,252.663617,-19.643932,10.588,4.299768334,2061.970869,7.883770111,2, E
205064326,251.888433,-19.579313,12.839,8.024755046,2063.663841,4.5516276,2, C
205068000,240.650662,-19.561893,12.624,0.686120527,2061.684837,1.694145075,2, E
205071984,252.426083,-19.542821,12.005,8.992000056,2067.92642,3.3861906,2, C
205074878,248.578627,-19.528759,15.18,9.504805789,2068.358911,2.562765048,2, E
205084841,248.39928,-19.479185,15.605,11.31020543,2072.170012,4.4241655,2, C
205111664,243.680112,-19.346616,12.129,15.9340943,2073.436708,2.7894439,2, C
205117205,242.561406,-19.319273,14.357,5.425365196,2065.690427,3.8041057,2, C
205129673,238.668324,-19.257361,13.662,0.955256853,2061.590924,4.681584222,2, E
205131464,245.00725,-19.248445,12.322,1.554749976,2062.849987,6.33635566,2, E
205145448,248.448634,-19.17779,13.651,16.64278406,2069.24976,3.0251822,2, E
205146590,251.258864,-19.172275,11.064,1.34234651,2061.962353,5.399423507,2, E
205148699,253.160483,-19.16165,12.389,4.377296611,2063.512723,4.5574857,2, E
205152172,245.180008,-19.14414,13.486,0.980518664,2061.598556,1.0530729,2, C
205167843,252.59726,-19.064448,11.824,1.633124031,2061.443446,6.571391856,2, E
205170307,240.65325,-19.052233,12.283,34.21144631,2078.60891,10.42806071,2, E
205195789,245.671453,-18.920342,11.446,3.249990604,2063.101942,4.51563838,2, E
205242733,246.879897,-18.675165,13.493,2.416540319,2063.716259,2.2820036,2, C
205252523,247.04344,-18.623918,14.793,4.499256494,2064.603315,1.173022,2, C
205377483,242.316668,-17.943545,12.624,0.393844858,2061.387363,1.1044772,2, C
205450933,245.415091,-17.501583,11.027,34.19638125,2063.004473,7.90734981,2, E
205463986,241.527636,-17.417355,10.919,2.324072452,2062.9134,4.0511811,2, E
205483258,245.852277,-17.290868,13.724,5.66724838,2063.122155,9.3825081,2, E
205485891,244.754511,-17.273461,12.399,15.58543344,2071.370577,7.467375292,2, E
205489894,247.474335,-17.247229,12.337,14.65440569,2074.081432,1.945597,2, C
205506785,242.07089,-17.134808,8.388,1.75881394,2063.049411,6.383388239,2, E
205510143,246.136649,-17.111826,13.858,9.607845591,2068.550448,13.78110357,2, E
205546169,242.767096,-16.8649,11.666,24.43583864,2076.718839,4.739659796,2, E
205554809,242.285323,-16.802791,10.575,4.094919836,2063.501895,4.108251739,2, E
205684800,244.731318,-15.804475,10.975,1.557043278,2062.846963,3.220471819,2, E
205686202,246.643039,-15.792386,14.039,13.15733291,2064.139092,4.4550859,2, C
205703094,247.33893,-15.646748,12.514,4.058343341,2062.836017,7.706067211,2, E
205703649,247.342692,-15.641768,12.486,4.058421328,2062.83691,7.55649302,2, E
205728169,248.141253,-15.420795,13.643,1.789475336,2063.06098,6.718711861,2, E
205728486,248.143604,-15.41796,18.416,1.789467667,2063.061153,6.725293524,2, E
205904628,336.575788,-18.01117,8.22,9.976206273,2146.938651,3.1665437,3, C
205919993,336.744613,-17.424451,10.14,10.99995863,2155.560911,2.88634216,3, E
205924614,333.751927,-17.250707,13.087,2.849280961,2147.573618,2.0766605,3, C
205929144,333.800322,-17.084096,13.129,27.09876588,2167.411721,1.715158433,3, U
205932044,334.224389,-16.981323,12.578,32.86064661,2152.690521,5.8425433,3, C
205934569,334.842763,-16.892601,10.721,0.542901849,2146.825678,3.193604863,3, E
205934874,334.886837,-16.881531,15.5,0.618057844,2146.866369,1.800512279,3, E
205937120,338.624203,-16.802564,15.805,30.84231609,2154.692908,4.3694769,3, C
205944181,333.924909,-16.563539,12.41,2.475771971,2148.813533,0.94593607,3, C
205945953,337.645782,-16.503604,12.983,0.942486901,2147.040594,5.367290456,3, E
205947161,340.959693,-16.462458,11.16,17.72178484,2156.199739,1.8849966,3, C
205947214,334.61663,-16.460911,16.121,54.1673154,2150.716211,4.0439156,3, E
205950854,333.109888,-16.341755,12.105,15.85552395,2157.885013,3.5951866,3, C
205957328,339.902444,-16.129775,12.464,14.35437775,2148.582992,3.5918643,3, C
205962262,341.29935,-15.971795,12.501,0.849798738,2147.073425,2.634475204,3, E
205962305,340.049047,-15.97035,16.531,1.882866904,2146.722683,3.5711441,3, E
205962680,340.03385,-15.958765,9.444,1.88279906,2146.723148,4.574315775,3, E
205968100,340.141792,-15.789075,10.819,0.513662033,2146.689409,3.128844237,3, E
205976958,339.309679,-15.514149,15.557,2.318256841,2147.700235,1.8762182,3, C
205978103,337.178152,-15.478713,13.727,0.321445234,2146.495811,2.145344637,3, E
205982900,335.816376,-15.33228,10.233,3.360901043,2147.281936,13.00531252,3, E
205985357,336.523876,-15.259531,13.593,4.128431068,2148.725285,7.107835483,3, E
205988562,336.237727,-15.160381,12.546,0.548294596,2146.733442,3.204695455,3, E
205990339,330.971365,-15.106543,16.768,19.44186327,2159.13637,2.3913867,3, E
205992585,331.197628,-15.037254,13.835,6.928680812,2148.110784,10.72822464,3, E
205996447,339.726635,-14.925673,15.262,0.800320245,2147.092697,1.9799123,3, E
205999468,335.40662,-14.83948,12.932,12.26770072,2151.084991,1.9831548,3, C
206007892,337.04427,-14.599381,12.023,6.379459798,2149.016706,2.7675528,3, C
206008091,335.450723,-14.593286,12.506,12.39889396,2152.668378,3.6602908,3, C
206011496,342.031525,-14.494689,10.916,2.369055787,2148.643862,2.2781265,3, C
206011691,340.303689,-14.488987,12.316,9.324935564,2147.096933,2.7226433,3, C
206019504,338.050037,-14.260552,14.502,2.427466003,2148.742947,2.251649515,3, E
206024342,331.277219,-14.121665,13.046,14.63886012,2152.485732,4.5659402,3, C
206026136,342.691712,-14.069886,14.101,9.007131478,2151.33754,2.5829159,3, C
206026904,333.821819,-14.049808,12.15,7.052262517,2146.923804,2.0245745,3, C
206027655,338.942343,-14.027745,13.869,20.7025108,2154.049234,2.6471773,3, C
206028176,330.300307,-14.014557,12.244,9.381946132,2155.132011,4.6907312,3, C
206029314,343.662597,-13.98313,13.431,7.0259652,2148.068253,5.935853901,3, E
206029450,335.882932,-13.979621,15.504,4.230610859,2147.943067,1.8335473,3, C
206032309,341.240699,-13.900921,15.782,4.112354774,2149.759756,1.301319,3, C
206038285,331.75995,-13.736591,12.854,2.040477076,2148.268118,6.297935196,3, E
206038483,338.606184,-13.731702,12.59,3.002635084,2149.059259,3.1258064,3, C
206042996,337.513575,-13.610113,16.061,0.354928234,2146.730581,0.98251256,3, C
206044803,339.674743,-13.560024,12.975,2.573613342,2147.637371,2.6067972,3, C
206045146,332.440659,-13.551612,15.41,0.23326459,2146.499928,1.112776373,3, E
206047297,334.393391,-13.494241,12.108,27.30585912,2166.460424,5.486033031,3, E
206049101,334.839716,-13.446134,12.756,0.704192164,2146.621208,3.379399156,3, E
206049222,334.838672,-13.442699,11.729,0.704101298,2146.625739,3.572181464,3, E
206049452,334.52654,-13.437336,13.13,14.45475594,2156.194052,2.4211866,3, C
206049764,332.340822,-13.428865,12.445,5.63187397,2146.454911,6.2823395,3, C
206050740,329.875002,-13.402795,16.112,0.198394006,2146.634288,0.57645762,3, E
206055981,337.858905,-13.264627,13.418,20.65008065,2164.387334,2.1418906,3, C
206056433,335.179036,-13.252261,13.251,28.56187299,2165.798508,4.0507531,3, C
206060972,329.764747,-13.129705,13.156,29.78947215,2157.184411,4.65121783,3, E
206061524,335.057358,-13.114627,14.443,5.879405363,2147.445921,2.5170502,3, C
206064046,337.746222,-13.045146,11.336,18.93060289,2153.165819,7.2343185,3, R
206066442,331.95442,-12.980406,12.652,1.054305241,2147.359882,1.555100977,3, E
206066862,338.861051,-12.969472,10.284,11.0866388,2155.918563,3.786592356,3, E
206066909,337.705023,-12.968331,12.369,12.93712229,2149.071906,4.797623385,3, E
206067723,343.01693,-12.946488,11.684,1.044722292,2147.378384,4.038397462,3, E
206067769,343.016183,-12.945461,9.85,1.044752066,2147.377585,4.014534611,3, E
206075677,338.923022,-12.735183,12.309,31.03076002,2154.228751,6.511464767,3, E
206081536,329.529204,-12.579876,13.459,0.357341101,2146.615597,2.4894454,3, E
206082454,335.308377,-12.5569,12.308,29.64922308,2160.533417,4.645566,3, C
